Label	Distance	Astro_m1	Astro_m2	Endo_m1	Endo_m2	Inter_m1	Inter_m2	Micro_m1	Micro_m2	Oligo_m1	Oligo_m2	CA1_m1	CA1_m2	SS_m1	SS_m2	All_m1	All_m2
Zfp521	425	12	0	1	0	3	0	0	0	8	0	3	0	1	0	28	0
Ss18	526	14	0	7	0	5	0	4	0	128	0	19	0	8	0	185	0
Kctd1	87806	2	0	1	0	1	0	0	0	2	0	70	3	11	0	87	3
Aqp4	850	460	70	2	0	7	0	5	0	87	11	100	15	15	1	676	97
Chst9	23	0	0	0	0	1	1	0	0	0	0	15	3	0	0	16	4
Cdh2	713	8	0	4	0	12	0	0	0	17	0	20	1	11	1	72	2
Dsc3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsc2	1	1	0	0	0	0	0	0	0	1	1	1	2	2	0	5	3
Dsc1	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4galt6	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1
Trappc8	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Fam59a	34	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0
Nol4	17	0	0	1	0	0	2	0	0	1	0	58	33	0	3	60	38
Zfp191	381	13	9	26	3	27	11	4	5	162	75	112	17	47	3	391	123
Rprd1a	70	7	0	4	0	9	0	1	0	100	0	30	0	13	0	164	0
Slc39a6	257	1	0	0	0	7	5	0	0	7	6	30	6	3	0	48	17
5730494M16Rik	151	16	0	17	0	74	0	1	0	102	0	262	0	96	0	568	0
Celf4	378	6	3	9	4	130	55	2	1	12	14	234	282	122	88	515	447
4930578E11Rik	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rit2	1	4	0	5	3	166	55	1	0	40	18	591	210	151	88	958	374
Syt4	3	1	0	3	1	44	21	1	0	16	6	215	119	86	34	366	181
Slc25a46	577	0	1	0	0	18	0	1	0	17	0	54	0	7	0	97	1
Gpr17	102	0	0	0	0	0	0	3	0	29	16	1	0	0	0	33	16
Proc	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gypc	103	0	0	1	0	0	0	0	0	0	0	2	1	0	0	3	1
Stard4	1	7	1	7	1	5	3	2	2	50	8	12	12	12	8	95	35
D0H4S114	195	4	3	8	25	18	5	2	0	11	9	23	0	44	24	110	66
Epb4.1l4a	261	0	0	0	0	1	1	0	0	1	1	0	0	0	0	2	2
Reep5	55	7	0	5	0	46	0	2	0	117	0	70	0	35	0	282	0
Fam13b	16	0	0	0	0	5	0	1	0	4	0	3	0	1	1	14	1
Brd8	177	9	0	20	2	26	0	7	0	73	6	100	5	58	4	293	17
Cdc23	1	15	0	28	0	65	1	1	0	135	2	232	2	69	1	545	6
Gfra3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc25c	141	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
Etf1	7	1	1	1	0	4	3	0	2	15	7	20	22	4	2	45	37
Hspa9	11	16	0	16	0	104	3	9	0	136	4	356	9	74	2	711	18
Lrrtm2	12	1	0	1	0	25	9	0	0	34	14	66	26	30	11	157	60
Sil1	1	32	0	17	0	23	0	9	0	234	7	111	2	40	3	466	12
Slc23a1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010001M09Rik	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Gm1614	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata24	1	22	1	2	0	12	4	3	1	70	8	55	8	28	6	192	28
Dnajc18	5	14	2	13	6	32	11	2	3	193	36	125	66	49	24	428	148
Ecscr	1	6	0	124	16	0	0	16	0	20	8	10	4	7	0	183	28
Tmem173	1	0	0	1	1	0	0	2	1	1	0	1	0	0	0	5	2
Nrg2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfdn1	3	103	12	141	9	907	70	40	2	935	115	2350	122	1131	60	5607	390
Hbegf	7	32	2	74	0	57	19	28	0	53	5	34	2	26	3	304	31
Apbb3	1	0	0	1	0	4	2	0	0	1	1	14	16	7	2	27	21
Cd14	49	0	0	6	0	0	2	87	62	74	31	6	6	12	3	185	104
Hars	1	15	22	20	23	165	259	9	5	256	195	621	431	209	203	1295	1138
uc008epl.1	165	0	0	1	0	1	1	0	0	1	0	2	2	0	0	5	3
Taf7	3	6	2	21	1	49	2	5	1	186	15	81	11	42	5	390	37
Diap1	32	0	0	0	1	0	0	0	0	2	0	2	0	1	0	5	1
Hdac3	2	4	0	2	0	17	1	2	0	24	1	52	0	17	2	118	4
Fchsd1	184	0	0	0	0	2	0	0	0	0	0	3	0	0	0	5	0
Arap3	1141	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1
Pcdh1	2225	0	0	0	0	0	0	0	0	2	0	2	0	1	0	5	0
1700086O06Rik	263	0	2	0	2	3	4	0	0	11	6	31	11	6	5	51	30
Pcdh12	59	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3	0
Gnpda1	2	14	0	4	0	50	1	20	0	79	1	171	1	76	1	414	4
Fgf1	10434	16	0	4	3	17	0	2	0	78	1	10	0	4	1	131	5
Nr3c1	777	2	0	2	2	1	0	0	0	1	8	6	0	0	0	12	10
Prelid2	3	3	0	12	2	8	1	6	0	5	0	2	0	3	0	39	3
Plac8l1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lars	36	29	0	29	3	115	3	10	0	248	5	403	13	156	10	990	34
Gm4013	30	8	3	1	0	3	2	2	0	23	3	5	1	4	0	46	9
Gpr151	1	0	0	0	0	2	0	0	0	0	0	14	1	0	0	16	1
Ppp2r2b	159875	5	7	2	1	178	31	1	0	24	13	554	139	211	41	975	232
uc008euf.1	167	0	0	0	0	1	0	0	0	0	0	5	3	1	0	7	3
Dpysl3	205	2	2	22	11	44	90	2	1	17	10	251	193	40	37	378	344
Jakmip2	109	1	2	0	0	24	13	0	0	49	19	118	45	28	29	220	108
Spink3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spinkl	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcc	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	1
Trim36	10	0	0	0	0	4	0	0	0	17	1	3	1	0	0	24	2
Ccdc112	53	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Fem1c	4	0	0	0	0	1	0	0	0	1	0	3	2	2	0	7	2
Ticam2	154	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	1
Tmed7	129	2	0	0	0	1	0	0	0	7	1	5	5	0	1	15	7
Sema6a	29	0	0	0	0	0	0	0	0	18	7	2	1	0	0	20	8
Hdhd1a	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lox	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Ppic	1	18	2	178	29	1	0	8	1	36	9	41	5	8	2	290	48
Cep120	37	0	0	2	0	3	1	1	0	13	0	5	2	1	1	25	4
Zfp608	2429	16	6	17	1	26	9	4	1	127	54	63	24	12	4	265	99
Aldh7a1	3	15	5	3	2	2	1	4	0	15	4	10	5	3	2	52	19
1700066O22Rik	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930511M06Rik	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
2010002N04Rik	7	31	1	12	0	6	0	6	0	40	0	52	1	5	0	152	2
Myoz3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synpo	9625	0	0	0	0	0	0	0	0	3	1	27	14	12	2	42	17
Ndst1	20757	0	0	0	0	0	0	1	0	1	0	3	0	0	0	5	0
Tcof1	7	0	7	2	5	5	13	5	2	7	14	43	29	23	15	85	85
Slc6a7	1	0	0	0	0	3	1	0	0	0	0	10	12	5	3	18	16
Cdx1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgxb3	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0
Slc26a2	74	3	0	2	0	0	0	0	0	5	0	1	0	0	0	11	0
Ppargc1b	10	0	0	1	0	1	0	0	0	0	0	10	0	0	0	12	0
A530050N04Rik	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef37	8	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0
uc008fcj.1	64	1	1	12	1	0	0	0	0	1	0	0	1	2	2	16	5
Grpel2	7	10	0	11	0	54	1	5	0	142	6	233	11	82	5	537	23
Ablim3	169	0	0	2	0	1	0	0	0	2	0	3	0	0	0	8	0
Fbxo38	1	7	4	9	3	20	18	5	4	59	32	74	46	16	17	190	124
ENSMUST00000055026	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txnl1	1	14	6	18	12	84	45	3	1	168	70	312	188	130	40	729	362
Fech	65	0	3	3	5	9	11	0	0	54	44	38	29	5	14	109	106
Nars	1	40	9	78	14	629	94	33	1	538	86	1570	220	702	88	3590	512
Atp8b1	238	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	1
Alpk2	44062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rax	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cplx4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lman1	19849	11	0	13	0	40	0	4	0	47	0	117	0	27	0	259	0
Ccbe1	238	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
Mc4r	8	1	0	1	1	6	0	0	0	4	0	152	71	2	1	166	73
uc008fjc.1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc008flk.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mppe1	107	1	0	0	0	0	0	1	0	0	0	2	0	0	0	4	0
Spire1	46	2	0	0	0	0	0	0	0	3	1	0	0	3	0	8	1
Cep76	41	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Ptpn2	1	8	5	20	6	37	6	9	5	78	26	231	62	83	8	466	118
4933403F05Rik	1	5	0	4	2	18	8	0	1	27	12	52	9	16	8	122	40
Mc2r	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab27b	88137	0	0	1	0	98	3	0	0	11	0	336	1	61	0	507	4
2310002L13Rik	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930503L19Rik	17	7	3	6	10	10	1	1	1	33	24	86	16	30	9	173	64
Poli	25	1	0	1	0	0	0	1	0	8	0	11	0	4	0	26	0
Dcc	13	0	0	0	1	1	2	0	0	0	0	6	1	1	1	8	5
Me2	298	3	0	1	0	5	0	2	0	24	0	33	1	4	0	72	1
Mapk4	1	1	1	0	0	1	0	0	0	2	0	12	10	9	6	25	17
Ska1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010010A06Rik	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctif	182	0	1	0	0	1	0	0	0	3	0	1	0	0	0	5	1
uc008fqj.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katnal2	1	2	0	0	1	3	1	0	0	6	0	25	9	18	3	54	14
Rnf165	141	0	0	0	0	1	0	0	0	3	0	26	3	6	0	36	3
8030462N17Rik	469	0	0	0	0	0	0	0	0	1	0	3	1	0	0	4	1
Siglec15	60	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Slc14a1	18737	20	0	0	0	0	0	0	0	3	0	8	0	1	0	32	0
Slc14a2	1	19	3	0	0	2	0	0	0	0	1	1	1	0	0	22	5
Setbp1	95	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0
Adnp2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbfa	10	0	0	0	0	11	0	3	0	16	0	54	1	10	0	94	1
Ctdp1	28825	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0
Nfatc1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp9b	5	0	0	1	0	3	1	0	0	5	0	20	0	0	1	29	2
Tshz1	251	0	0	0	0	0	1	0	0	2	1	0	2	5	1	7	5
Zfp407	1	0	0	1	0	4	1	0	0	13	2	19	2	6	3	43	8
Cndp2	3579	0	0	3	0	20	0	1	10	16	7	19	2	8	3	67	22
ENSMUST00000162318	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034H14Rik	11	36	0	24	1	48	1	15	0	212	7	126	6	47	1	508	16
Socs6	105	0	0	0	0	4	0	2	0	11	1	15	1	2	1	34	3
Cul2	154	2	2	0	2	34	9	0	0	38	13	87	43	37	9	198	78
Bambi	1	0	1	1	0	1	1	0	0	7	1	3	1	0	0	12	4
Lyzl1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833419F23Rik	461	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0
uc008dyg.1	12	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1
9430020K01Rik	1	2	0	20	3	1	0	1	0	35	2	32	2	14	0	105	7
Svil	33	7	2	11	4	6	0	2	0	4	8	10	1	1	2	41	17
Zeb1	1441	6	0	13	0	5	0	0	0	7	0	4	0	2	0	37	0
Rab18	2	36	18	57	20	225	98	19	7	455	317	728	162	219	114	1739	736
Wac	293	0	0	1	0	4	1	1	0	3	1	9	0	1	0	19	2
Colec12	1	2	1	5	2	0	0	4	4	11	4	4	1	2	1	28	13
Thoc1	156	47	1	45	1	143	2	25	0	317	2	615	9	216	1	1408	16
Snrpd1	15	65	7	66	1	376	14	34	0	527	17	1343	20	458	11	2869	70
Mib1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gata6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbbp8	343	4	0	4	0	2	1	0	0	10	1	3	3	4	0	27	5
Cables1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Riok3	41	5	0	11	0	26	0	3	0	151	0	93	0	35	0	324	0
Lama3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Ttc39c	343	0	0	0	0	1	0	0	0	5	0	3	0	0	0	9	0
Psma8	1	1	0	11	0	5	0	2	0	5	1	2	0	0	0	26	1
Taf4b	13	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1
Dsg1a	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsg1b	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsg4	122	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Dsg3	34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Dsg2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf125	1	0	0	6	2	0	0	0	0	4	1	2	0	1	0	13	3
Rnf138	382	5	0	4	1	3	0	1	0	22	0	8	1	5	0	48	2
ENSMUST00000144487	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtna	105257	2	19	0	4	15	18	0	0	55	18	55	31	35	20	162	110
Mapre2	51557	4	2	13	1	33	5	14	0	40	26	106	8	59	2	269	44
Zfp397	143	5	0	6	0	7	1	1	0	34	2	16	6	8	1	77	10
Galnt1	663	2	1	2	0	4	0	1	0	2	2	4	2	1	2	16	7
Elp2	1	11	6	18	8	123	50	2	1	178	88	360	144	143	60	835	357
Mocos	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhod3	356830	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1
AW554918	362	1	0	5	0	3	0	1	0	18	0	18	0	4	0	50	0
Sap130	9	1	2	0	1	7	5	0	0	15	5	9	15	7	3	39	31
Ammecr1l	1	1	0	0	1	3	2	2	0	12	2	15	1	5	1	38	7
Lims2	118	11	2	30	17	1	0	2	2	119	48	12	4	4	1	179	74
Iws1	158	1	0	2	2	3	0	0	0	4	1	7	3	1	1	18	7
Map3k2	17	1	0	0	0	3	0	1	0	3	0	12	1	0	0	20	1
Bin1	1	0	1	2	0	5	6	4	1	144	43	43	33	10	5	208	89
Tslp	28	5	0	5	2	1	0	53	10	19	1	2	0	7	0	92	13
Wdr36	1	3	0	5	1	18	7	2	6	27	8	55	18	18	6	128	46
Camk4	89	1	0	0	0	30	1	0	0	11	0	120	4	58	3	220	8
Apc	1	12	2	0	0	37	19	0	0	54	15	80	48	47	20	230	104
Pkd2l2	917	1	0	0	0	0	0	0	0	21	0	11	0	1	0	34	0
Kif20a	343	1	0	0	1	0	0	0	1	1	0	0	0	0	0	2	2
uc008elh.1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam53c	668	0	0	0	0	3	0	0	0	6	0	7	0	0	0	16	0
Reep2	1	1	0	1	0	42	7	1	0	10	0	136	27	46	7	237	41
Egr1	209	3	0	11	0	6	0	1	0	19	0	14	0	3	0	57	0
Ctnna1	1	23	12	47	14	3	0	6	5	201	116	14	7	8	8	302	162
Snora74a	11	17	0	12	0	219	5	5	0	84	2	489	1	151	0	977	8
Matr3	1	46	2	81	6	424	20	21	0	836	44	1637	81	573	27	3618	180
Paip2	1	63	30	56	55	418	172	16	10	857	434	689	326	241	107	2340	1134
1700066B19Rik	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2d2	73	0	0	0	0	0	0	0	0	1	0	3	2	0	0	4	2
Cxxc5	1	1	0	0	0	1	1	0	0	16	7	14	5	5	2	37	15
Psd2	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1
Pura	310	1	0	0	0	11	1	1	0	7	0	36	3	15	0	71	4
0610010O12Rik	7	119	23	52	17	260	89	8	0	1188	181	798	123	331	124	2756	557
Slc4a9	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankhd1	574	0	0	0	0	0	1	0	0	2	0	1	1	0	0	3	2
Eif4ebp3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmco6	55	0	0	0	0	1	1	0	0	3	1	4	4	2	1	10	7
Hars2	1	6	5	10	4	23	7	0	0	29	16	67	31	24	7	159	70
Zmat2	65	12	1	14	1	38	10	3	1	100	10	263	13	123	5	553	41
ENSMUST00000083211	10	22	0	80	0	44	0	32	0	144	0	124	0	45	0	491	0
Pcdha2	46	0	0	1	0	6	0	0	0	0	0	22	0	5	0	34	0
Pcdhac2	123522	0	0	2	0	9	0	0	0	11	0	28	0	16	0	66	0
Pcdha4	191050	0	0	0	0	8	1	0	0	1	0	24	0	9	0	42	1
Pcdhga5	15	0	0	1	0	0	0	0	1	4	0	5	1	1	0	11	2
Pcdhga6	80	1	0	0	0	1	0	0	0	0	0	1	0	1	0	4	0
Pcdhgb5	1	0	0	0	0	0	1	0	0	0	0	3	2	0	0	3	3
Pcdhgc5	145174	1	5	1	2	3	9	1	0	7	8	101	86	52	28	166	138
Pcdhgb8	497	0	0	0	0	1	0	0	0	1	0	2	1	0	0	4	1
Rell2	418	0	0	0	0	0	0	0	0	0	0	4	0	2	0	6	0
0610009O20Rik	3	8	1	0	0	1	1	0	0	20	0	18	1	4	1	51	4
Rnf14	1	15	1	21	0	360	3	5	0	280	3	872	7	311	6	1864	20
Ndfip1	4	30	3	43	3	786	84	21	0	643	32	1643	243	381	34	3547	399
Arhgap26	76	3	2	2	0	26	9	0	0	2	2	25	4	21	1	79	18
Pabpc2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900055J20Rik	9	5	0	13	0	285	21	3	0	85	2	903	36	437	18	1731	77
Sh3rf2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm27	1	9	3	14	5	15	4	4	0	62	22	118	18	38	3	260	55
Pou4f3	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk32a	28	2	0	0	0	12	7	0	0	1	1	0	0	0	0	15	8
Spink12	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000097586	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npy6r	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myot	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcp2	1	4	0	5	1	8	1	2	0	14	0	39	1	12	0	84	3
Ythdc2	1	0	0	0	0	0	0	0	0	3	0	8	0	0	0	11	0
Kcnn2	332	1	0	0	0	5	0	0	0	1	1	13	8	1	0	21	9
Ap3s1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Gm949	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5506	1293	370	0	199	0	884	0	36	0	875	0	3929	0	1381	0	7674	0
Dmxl1	13	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1
Tnfaip8	73918	18	11	6	10	0	2	22	15	16	13	5	12	5	4	72	67
Hsd17b4	1	12	39	15	22	29	13	4	6	209	241	78	37	25	14	372	372
Fam170a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr16	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
1700034E13Rik	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gykl1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sncaip	1	0	0	1	0	4	4	0	0	0	0	1	2	1	1	7	7
Snx2	31	21	0	52	0	176	11	120	1	364	7	477	49	169	14	1379	82
Snx24	98	2	0	4	0	27	1	3	1	62	2	53	1	33	0	184	5
Csnk1g3	82	1	0	1	0	2	0	1	0	12	1	18	0	7	0	42	1
9430076G02Rik	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gramd3	10	0	4	0	0	0	2	0	0	45	26	2	0	1	0	48	32
Lmnb1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Megf10	41	0	1	0	0	1	0	0	0	9	8	0	0	1	0	11	9
Prrc1	2	0	0	0	0	0	1	0	0	0	0	2	0	1	0	3	1
Ctxn3	2	0	0	1	2	1	0	0	0	10	0	0	0	6	0	18	2
Slc12a2	9	0	0	2	0	0	0	0	0	13	0	0	0	0	0	15	0
Slc27a6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Adamts19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730017C20Rik	110	1	0	0	0	47	0	0	0	12	0	187	2	55	0	302	2
Chsy3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm22	14	22	2	36	0	51	1	7	0	225	5	361	20	102	5	804	33
Rps14	1	255	4	570	1	468	11	221	3	2078	22	1806	80	943	25	6341	146
Cd74	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0
Arsi	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camk2a	1	7	0	7	1	10	4	1	0	24	3	331	42	85	11	465	61
Pdgfrb	212	11	2	27	3	3	0	1	0	12	1	5	1	5	0	64	7
Csf1r	186	0	0	1	0	3	0	72	2	34	2	12	0	6	0	128	4
Pde6a	54512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csnk1a1	14	17	6	14	6	45	39	3	2	105	69	254	214	41	19	479	355
Sh3tc2	47	1	0	6	0	0	0	1	0	36	1	2	0	1	0	47	1
Htr4	388	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0
Spink10	1	11	2	7	5	44	25	0	2	53	50	150	141	41	33	306	258
Apcdd1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Napg	1	23	2	31	5	404	57	8	0	276	15	1521	401	566	106	2829	586
Onecut2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nedd4l	94	1	0	1	0	1	0	0	0	1	2	21	4	12	5	37	11
Malt1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Zfp532	516	0	2	0	0	2	0	0	0	9	14	10	0	4	0	25	16
Sec11c	4	67	3	50	3	276	10	17	0	2314	246	1230	48	310	11	4264	321
Gnal	45364	0	0	0	0	1	2	0	0	0	0	2	0	1	0	4	2
ENSMUST00000097544	3	9	1	8	1	14	0	3	0	223	21	61	1	24	0	342	24
Impa2	1	2	0	0	0	1	0	0	0	1	0	0	1	1	0	5	1
Cidea	15	2	3	0	0	11	3	0	0	0	0	1	0	3	2	17	8
Psmg2	1	24	5	39	4	104	44	10	1	262	44	438	151	133	51	1010	300
Seh1l	1	12	1	24	3	56	9	0	0	128	19	339	76	94	23	653	131
D18Ertd653e	8	1	1	0	0	0	0	0	0	47	28	0	1	4	1	52	31
Rnmt	18590	9	0	8	0	64	0	2	0	82	0	177	0	87	0	429	0
Tcf4	7	13	9	60	20	80	44	6	3	118	41	504	450	37	83	818	650
Ccdc68	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0
Stard6	162	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1
Mbd2	24	0	0	0	0	0	0	0	0	4	0	0	3	5	0	9	3
Mex3c	2	0	0	0	0	0	0	0	0	1	0	2	2	0	0	3	2
Mro	4212	7	1	0	0	1	0	0	0	2	1	0	2	0	0	10	4
Cxxc1	105	0	1	0	1	4	0	0	0	5	2	18	2	4	0	31	6
Mbd1	40	0	0	0	1	3	3	0	0	8	4	19	15	6	5	36	28
Ccdc11	2	4	1	0	0	2	1	0	0	1	0	0	1	0	0	7	3
Myo5b	27	0	0	0	0	3	0	0	0	1	0	96	63	10	2	110	65
Acaa2	15	72	10	19	2	12	4	13	1	49	8	36	6	11	1	212	32
Rpl17	1	6	4	5	0	56	36	0	0	32	28	151	67	75	31	325	166
Dym	103	1	0	0	1	5	0	0	0	4	0	9	1	5	0	24	2
Smad7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Zbtb7c	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smad2	147	6	0	5	0	17	0	2	0	28	0	57	3	29	0	144	3
Skor2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdhd2	220	69	5	25	1	202	20	8	0	674	44	565	74	201	14	1744	158
Pias2	383	0	0	0	0	1	0	0	0	2	1	1	1	0	0	4	2
St8sia5	204	3	0	0	0	29	7	0	1	2	0	105	44	24	14	163	66
Loxhd1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Atp5a1	5836	252	2	220	3	1219	20	58	2	1474	12	3426	73	1224	36	7873	148
Pstpip2	4631	0	1	0	0	4	5	4	0	82	2	4	24	2	5	96	37
5430411K18Rik	1	0	0	6	0	9	2	2	0	14	1	21	2	13	2	65	7
Pard6g	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Txnl4a	286	7	0	22	2	180	13	6	0	276	6	401	15	157	6	1049	42
Pqlc1	1	2	0	4	13	21	5	2	1	5	8	59	15	19	8	112	50
Mbp	29593	76	2	24	2	94	2	16	0	18540	267	667	13	331	11	19748	297
ENSMUST00000097503	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	2
Zfp516	3772	0	0	2	0	0	0	0	0	1	0	1	0	0	0	4	0
Zadh2	386	1	0	1	0	2	0	1	0	12	0	1	0	1	0	19	0
Fam69c	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neto1	317	0	0	0	0	1	0	0	0	0	1	4	1	0	0	5	2
Cbln2	161	0	0	1	0	0	4	0	0	3	0	0	0	4	1	8	5
Cd226	20198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmx3	3	14	13	25	13	55	19	4	4	226	122	108	119	44	46	476	336
Ighmbp2	101	1	0	0	0	0	3	0	0	8	3	13	7	3	5	25	18
Ppp6r3	1	2	0	6	0	14	0	1	0	51	1	31	1	16	0	121	2
Lrp5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
